id,evaluation_axes_id,main_goal_id,sub_goal_id,skills_analysis,required
309,5,14,67,يرتب أو يفصل الألعاب المفضلة لديه في صندوق الألعاب(O),0
310,5,14,67,يقلد بعفوية استخدام الكبار للأشياء(O),0
311,5,14,68,يلعب بشكل مستقل في ساحة اللعب لمدة دقيقتين بدون أي دافع من الكبار(O),1
312,5,14,68,يلاحظ ثم يقلد الأطفال الآخرين في الألعاب الكبيرة(O),0
313,5,14,68,يلضم الخرزات الكبيرة أو الأربطة أو حركات دقيقة للتسلية لدقيقة واحدة(O),0
314,5,14,68,يلعب بمجموعتي العاب حسب وظيفتها (O),0
315,5,14,69,يطلب الذهاب لساحة اللعب أو هيكل اللعب وإلا فإنه يلعب بمواد لا يستطيع الحصول عليها بشكل مستقل(O),0
316,5,14,69,يكمل خمس مجموعات أحجية تركيب تتكون من خمس قطع وأكثر(O),0
317,5,14,69,يلعب بشكل متكرر بجزء محدد في هيكل اللعب الكبير(O),0
318,5,14,69,يركل كرة بشكل عفوي(O),0
319,5,14,70,يلعب بمجموعة العاب حسب وظيفتها (O),1
320,5,14,70,يسمح للآخرين باللعب قريبا منه(O),0
321,5,14,70,يظهر اهتماما بمشاريع إقرانه المكتملة(O),0
322,5,14,70,يطلب من أقرانه عدم تخريب لعبته المجمعة(O),0
323,5,14,70,يستمر باللعب بلعبة جزء منها مفقود(O),0
324,5,14,70,يساعد في التقاط الألعاب عند نهاية النشاط وبوجود دافع من الكبار(O),0
325,5,15,71,يتجول بلعبته التي تسير حول الأشياء (O),0
326,5,15,71,يظهر توافق 1:1 في أنشطة اللعب (O),0
327,5,15,71,يحصل على اللعبة ويلعب بشكل مستقل لمدة دقيقتين (O),0
328,5,15,71,"ينشد, يدندن أو يلقي بعض كلمات من أغنيات معروفة عندما يشارك في نشاط (O)",0
329,5,15,72,"ينهي نشاط تجميع المادة بأكمله (مثلًا تصميم مكعبات, تجميع خرزات لصنع قلادة) (O)",0
330,5,15,72,يلون صورة في كتاب التلوين أو في ورقة (O),0
331,5,15,72,يجلس بشكل مستقل وينظر في الكتاب لمدة 5 دقائق (O),0
332,5,15,72,يتقبل الاتجاهات من القرين عندما يلعبان في نفس المنطقة (O),0
333,5,15,73,يستخدم أدوات الفن والأعمال اليدوية لما صممت له (O),1
334,5,15,73,ينتظر دوره في النشاط (O),0
335,5,15,73,يرسم بشكل مستقل رسومات مفهومة (O),0
336,5,15,73,يري مشروعه الفني الكامل للكبار (O),0
337,5,15,73,يلون المواد ولا يخرج عن الحد غالبًا في كتاب التلوين (O),1
338,5,15,74,يظهر استجابة ملائمة عند إيقاف النشاط أو قطعه (O),0
339,5,15,74,يتبع إجراءات السلامة (O),0
340,5,15,74,يتظاهر بأنه يكتب ملاحظة (O),0
341,5,15,74,"يتعامل بشكل مستقل مع النشاط (يبدأ, يجلس, يكمل وينظف المكان ) (O)",0
342,5,15,75,يظهر الرغبة في تجربة أنشطة جسدية فيها بعض التحدي (O),0
343,5,15,75,يساعد بشكل عفوي في الأنشطة اليومية (O),0
344,5,15,75,يشارك في نشاط غير مفضل ليكسب نشاط مفضل (O),0
345,5,15,75,يلعب بألعاب الحاسوب أو الفيديو ويتعامل جيدًا مع الأجهزة (O),0
346,5,15,75,يحل المشاكل التي يواجهها في اللعب بشكل مستقل (O),0
347,6,16,76,يبتسم عندما يسمع أصوات معتاد عليها 3 مرات(TO:60min),0
348,6,16,76,ينظر لوجوه أشخاص معتاد عليهم الطفل على الأقل 3 مرات (TO:60min),1
349,6,16,76,يتجه إلى أو يصنع اتصلا بصريا مع أشخاص معتاد عليهم خمس مرات(TO:30min),1
350,6,16,77,يبتسم أو يضحك خلال اللعب الجسدي خمس مرات(E),0
351,6,16,77,يشارك ويبتسم في لعب تفاعلي تبادلي مرتين(T),0
352,6,16,77,"يبحث عن انتباه الكبار باستخدام التحديق ,الأصوات, أو الإيماءات 3 مرات (TO:60min)",0
353,6,16,78,يأخذ مادة مرغوبة من شخص كبير 3 مرات(T),1
354,6,16,78,يتفاعل بايجابية عندما يمر بجانبه أطفال آخرين لمرتين (O),0
355,6,16,78,يستجيب لتلويح اليد من الآخرين لمدة ثانيتين بالاتصال البصري مرتين(TO:30min),0
356,6,16,79,يقترب من الأطفال الآخرين مرتين بوجود دافع من الكبار(TO:30min),0
357,6,16,79,يقف قريبا بشكل ملائم من الأطفال الآخرين خلال الأنشطة الجماعية مرتين(TO:30min),1
358,6,16,79,"يقلد حركة ""باي باي "" للآخرين عندما يتم حثه وذلك لمرتين(E)",0
359,6,16,79,يجلس بجانب الأطفال الآخرين في الأنشطة الجماعية مرتين عندما يتم حثه من البالغين(O),1
360,6,16,80,يتبع طفلا أخر بشكل عفوي مرتين(O),1
361,6,16,80,يقلد بشكل عفوي سلوك طفل أخر مرتين(O),1
362,6,16,80,يضحك او يبتسم عندما يشارك الآخرين في سلوكي مضحك مسلي مرتين(O),0
363,6,17,81,ينظر إلى أقرانه عندما يتحدث إليهم مرتين(O),0
364,6,17,81,يلاحق أقرانه في اللعب بوجود دافع من الكبار(O),0
365,6,17,81,يجلس مع أقرانه في نشاط جماعي بدون سلوك مزعج لمدة دقيقتين(O),1
366,6,17,81,يشارك في لعب جسدي مع الأقران(O),1
367,6,17,81,يقلد بشكل عفوي 5 سلوكيات مختلفة لأقرانه(O),1
368,6,17,82,يطلب من أقرانه بدافع من الكبار 5 مرات(T),0
369,6,17,82,يصادي صوت أقرانه أو كلماتهم بدافع من الكبار مرتين(T),0
370,6,17,82,ينضم بشكل عفوي للأطفال في نشاط اللعب مرتين(O),1
371,6,17,82,يعرض بشكل عفوي معزز على قرينه مرة واحدة(O),0
372,6,17,83,يحيي الآخرين بشكل عفوي بالتلويح أو الاستجابة الصوتية 5 مرات(O),0
373,6,17,83,يقلد بشكل عفوي حركات أقرانه مع الأشياء مرتين(O),0
374,6,17,83,يستجيب لطلبات أقرانه بوجود دافع الكبار مرتين(O),1
375,6,17,83,يصادي بشكل عفوي كلمات أقرانه(O),1
376,6,17,84,يحاكي بشكل عفوي تجميع قرينه للألعاب أو أي مواد أخرى مرة واحدة(O),0
377,6,17,84,يستجيب بشكل ملائم لطلبات أقرانه لمادة معينة مرتين (E),1
378,6,17,84,يستجيب بشكل ملائم لطلبات أقرانه بحركة معينة(E),1
379,6,17,84,يستجيب لطلبات أقرانه بوقف سلوك معين مرة واحدة(E),1
380,6,17,84,يطلب بشكل عفوي المساعدة من الكبار(O),0
381,6,17,84,يسمي مواد لمساعدة الأقران بدافع من الكبار(O),0
382,6,17,85,يطلب بشكل عفوي من قرينه اتباع تعليماته مرتين(O),1
383,6,17,85,يطلب بشكل عفوي من الآخرين الانتباه الشئ الذي ينتبه إليه(O),0
384,6,17,85,يطلب بشكل عفوي من الآخرين الانتباه لسلوكه مرتين (O),0
385,6,17,85,يطلب الانتباه من أقرانه مرتين (O),0
386,6,17,85,يقلد بشكل عفوي قرينه عندما يقود الدراجة أو السيارة مرتين(O),0
387,6,18,86,يشارك في أنشطة تعاونية بوجود دافع الكبار مرتين (O),1
388,6,18,86,يطلب بشكل ملائم من أقرانه إيقاف سلوك غير مرغوب مرتين (O),0
389,6,18,86,ينتظر دوره لأخذ المعزز بدون سلوك سلبي مرتين (O),0
390,6,18,86,يقبل الدعوة للانضمام لنشاط لعب تفاعلي مع القرين مرتين (O),0
391,6,18,86,يطلب من الأقران باستخدام أسئلة استفهامية مرتين (O),0
392,6,18,87,يقلد بشكل عفوي سلوك القرين في نشاط التظاهر باللعب مرتين (O),1
393,6,18,87,يطلب بشكل عفوي باستخدام أين لمعرفة مكان القرين المفقود مرتين (O),1
394,6,18,87,يطلب بشكل عفوي باستخدام ماذا مرتبطة مع سلوك القرين مرتين (O),1
395,6,18,87,يطلب بشكل عفوي مستخدمًا من تم إثارتها من قبل شخص غير معروف مرتين (O),1
396,6,18,87,لديه صديق مفضل (O),0
397,6,18,87,يشارك في تبادل لفظي 3 مرات على الأقل مع القرين (O),1
398,6,18,88,يستخدم بشكل عفوي تفضل وشكرًا مع الكبار أو الأقران مرتين (O),0
399,6,18,88,يظهر تبادلًا لفظيًا مع القرين مرتين (O),1
400,6,18,88,يتبع الاتجاهات المعطاة له من قبل القرين في اللعب التفاعلي مرتين (O),0
401,6,18,88,يعطي الاتجاهان للقرين في اللعب التفاعلي مرتين (O),1
402,6,18,88,يعرض بشكل عفوي المعزز على قرينه مرتين (O),0
403,6,18,89,يشارك في لعبة تفاعلية يديرها القرين مرتين (O),0
404,6,18,89,يطلب بشكل عفوي اسم الطفل الجديد أو غير المعتاد عليه مرة واحدة (O),0
405,6,18,89,يأخذ حصته من المعزز ويشاركها مع القرين بدون دوافع مرتين (O),0
406,6,18,89,يضحك أو يبتسم عند سماع نكتة القرين مرتين (O),0
407,6,18,89,يسأل أسئلة حول اهتمامات القرين مرة واحدة (O),0
408,6,18,90,يشارك في تبادل لفظي 3 مرات على الأقل مع القرين مرتين (O),1
409,6,18,90,يشارك في تبادل لفظي مع اثنين أو أكثر من أقرانه في مكان واحد مرتين (O),0
410,6,18,90,يظهر سلوك تعاون عندما يأخذ القرين المعزز مرتين (O),0
411,6,18,90,ينتبه لقرينه الذي يروي قصة ل10 ثواني مرتين (O),0
412,6,18,90,يحكي عن نشاط القرين بتسميتين على الأقل مرتين(O),0
413,6,18,90,يتعاطف بشكل عفوي مع القرين عندما يتأذى مرتين (O),0
414,6,18,90,يتفاوض مع القرين على المعزز مرتين (O),0
415,7,19,91,يقلد حركة الفم ثلاث مرات (O),0
416,7,19,91,يقلد حركة واحدة لشخص أخر عند الطلب(T),1
417,7,19,92,يقلد حركتين وهم ممسك بشيء (T),1
418,7,19,92,يقلد بعفوية حركتين مضحكتين (O),1
419,7,19,92,يصنع اتصالا بصريا خلال التقليد 3 مرات(TO:30min),0
420,7,19,93,يقلد حركتين صغيرتين (T),1
421,7,19,93,يقلد بعفوية حركتين جسديتين كبيرتين لشخص أخر(O),1
422,7,19,93,يقلد التأرجح من جهة اى أخرى خلال المشي(T),0
423,7,19,93,يعمم استجابات تقليد معروف لشخصين إضافيين(T),0
424,7,19,94,يقلد التأشير باتجاه الآخرين أو الأشياء(T),0
425,7,19,94,يقلد نقل شئ من يد لأخرى(T),0
426,7,19,94,يقلد 5 حركات تنتج نتائج (T),1
427,7,19,94,يقلد حركتين بالرأس(T),0
428,7,19,95,يقلد 5 حركات دقيقة مختلفة (T),1
429,7,19,95,يقلد حركة جسدية كبيرة للأطفال الآخرين مرتين عندما يتم حثه(T),1
430,7,19,95,يقلد بعفوية سلوك الآخرين في عشر مناسبات(T),1
431,7,19,95,يظهر تعميما لعشر استجابات تقليد لثلاثة أشخاص جدد(T),0
432,7,20,96,يقلد النفخ مرتين(T),0
433,7,20,96,يقلد 5 إشارات بلغة الجسد (E),0
434,7,20,96,يقلد قلب الصفحات في الكتاب(T),0
435,7,20,96,يقلد 5 حركات مع أشياء محددة من مجموعة تتكون من مادتين (T),1
436,7,20,96,يقلد سحب خمس مواد مختلفة كل مرة يسحب مادة واحدة(T),0
437,7,20,97,يقلد 3 سلوكيات لعب في البيئة الطبيعية (T),0
438,7,20,97,يقلد 5 سلوكيات تتكون من خطوتين (E),1
439,7,20,97,يقلد بشكل عفوي سلوك لاحظه على التلفاز أو في فيديو(O),0
440,7,20,97,يقلد خمس تعبيرات بالوجه (T),0
441,7,20,97,يحافظ على سلوك التقليد المكتسب حديثا لما بعد 24 ساعة بدون تدريب (T),0
442,7,20,97,يقلد سلوك جديد بشكل صحيح من أول محاولة(E),1
443,7,20,97,يقلد 5 أمثلة للعب بالأصابع(T),1
444,7,20,98,يقلد 5 حركات في عشر ثواني من اختبار الطلاقة(T),0
445,7,20,98,يقلد رسم الدائرة في مناسبتين (T),0
446,7,20,98,يقلد خمس مرات تظاهرا باللعب (E),0
447,7,20,98,يقلد بشكل عفوي خمس حركات رسم دقيقة وأعمال يدوية (T),0
448,7,20,98,يكتسب 5 مهارات مستمع خلال نقل التحكم من التقليد إلى المستمع(T),0
449,7,20,98,يقلد الأطفال الآخرين خلال الأنشطة اليومية في مناسبتين(O),0
450,7,20,98,يكرر سلوك مسلي لاحظه سابقا (تقليد متأخر)(T),0
451,7,20,99,يقلد نشاط مسرحي على غرار أقرانه في مناسبتين(T),0
452,7,20,99,يقلد بشكل عفوي 5سلوكيات في نشاط جماعي(O),0
453,7,20,99,يقلد عشر حركات تتكون من جزأين(E),1
454,7,20,99,يقلد نفس السلوك بشكل سريع وبطئ وذلك لخمس سلوكيات(T),0
455,7,20,99,يقلد بشكل عفوي 5 مهارات وظيفية في البيئة الطبيعية (O),1
456,7,20,100,يقلد مواد البناء أو مجموعة العاب البناء(E),0
457,7,20,100,يقلد خمس مهارات وظيفية للعناية بنفسه متعددة الخطوات (E),1
458,7,20,100,يقلد 5 أنشطة وظيفية من المهارات اليومية(E),1
459,7,20,100,يظهر تقليد متأخر لسلوك الكبار في اللعب التظاهري(O),0
460,7,20,100,يقلد 50 سلوك حركي مختلف حسب ما يطلب منه(E),1
476,10,24,116,يختار حيوان من مجموعة تتكون من 3 وذلك حسب خمس أصوات مختلفة للحيوانات (T),0
477,10,24,116,يختار مادة من مجموعة تتكون من 3 وذلك حسب خمس أصوات مختلفة للأشياء(T),0
478,10,24,116,يختار مادة من مجموعة تتكون من 3 وذلك حسب 5 أغاني مختلفة تتوافق مع المواد(T),0
479,10,24,117,يختار مادة من مجموعة تتكون من 5 وذلك حسب خمس جمل أكمل الفراغ تحتوي فعلا(T),1
480,10,24,117,يختار مادة من مجموعة تتكون من 5 وذلك حسب خمس مجموعات من الكلمات المرتبطة(T),1
481,10,24,117,"يعكس خمس نماذج LRFFC مكتسبة سابقا(ملعقة و...., صحن و....)(T)",0
482,10,24,117,يعمم 10 استجابات LRFFC لنغمات وطبقات صوت مختلفة(T),0
483,10,24,117,يعمم 10 استجابات LRFFC لمقاطع جديدة بدون تدريب(T),0
484,10,24,117,يعمم 10 استجابات LRFFC لصورتين أو مادتين مختلفتين (E),0
485,10,24,118,يختار مادة من مجموعة تتكون من 8 وذلك حسب 10 جمل وظيفية أملئ الفراغ(T),1
486,10,24,118,يختار مادة من مجموعة تتكون من 8 وذلك حسب 10 جمل أملئ الفراغ عن الخصائص (T),1
487,10,24,118,يختار مادة من مجموعة تتكون من 8 وذلك حسب 10 جمل أملئ الفراغ عن الفئة(T),1
488,10,24,118,يختار مادة من مجموعة تتكون من 8 وذلك حسب 10 أسئلة مختلفة تبدأ بماذا(E),1
489,10,24,118,يختار مادة من مجموعة تتكون من 8 وذلك حسب 10 أسئلة مختلفة تبدأ بأي(E),1
490,10,24,118,يختار مادة من مجموعة تتكون من 8 وذلك حسب 10 أسئلة مختلفة تبدأ بمن(E),1
491,10,24,119,يظهر تعميم LRFFC حسب الفئة بخمس أمثلة وذلك لعشر فئات (T),0
492,10,24,119,يصدر 10 استجابات LRFFC معروفة في مجموعة تتكون من 10 في اقل من دقيقة(T),0
493,10,24,119,يختار مادة بعد إعطائه جملتين فعليتين مختلفتين عن كل مادة عندما يتم عرضها بشكل مستقل(T),1
494,10,24,119,يختار مادة من مجموعة تتكون من 10 وذلك لعشر أسئلة LRFFC تبدأ باين (T),0
495,10,24,119,يظهر 10 استجابات LRFFC في البيئة الطبيعية(T),0
496,10,24,120,يختار مادة من مجموعة تتكون من 10 بعد إعطائه الوظيفة والفئة وذلك ل 25 مادة(E),1
497,10,24,120,يختار مادة من مجموعة تتكون من 10 بعد إعطائه الفئة والخصائص وذلك ل25 مادة(E),1
498,10,24,120,يظهر 5 استجابات LRFFC بدون تدريب في البيئة الطبيعية(T),0
499,10,24,120,يعمم على 25 مهمة LRFFC جديدة تتكون من جزأين بدون تدريب(T),0
500,10,24,120,يصدر بشكل عفوي استجابات LRFFC (T),0
501,10,25,121,يختار عضوين من نفس الفئة في مجموعة تتكون من عشرة وذلك ل25 فئة (T),1
502,10,25,121,يختار 50 مادة من كتاب بعد إعطاؤه أي مهمة LRFFC(T),1
503,10,25,121,يختار خمسين مادة من البيئة الطبيعية أو في نشاط وظيفي بعد إعطاؤه أي مهمة LRFFC(T),0
504,10,25,121,يظهر 200 استجابة LRFFC مختلفة بالاختبار أو بالقوائم المجمعة (T),1
505,10,25,121,يختار صورة للخطوة اللاحقة في تسلسل وذلك ل10 تسلسلات (T),0
506,10,25,121,يختار صورة من مجموعة تتكون من عشرة بعد إعطاؤه أسئلة عامة تتعلق بالوقت وذلك لخمس مواد (T),0
507,10,25,122,يختار مادة من مجموعة تتكون من 1- بعد إعطاؤه اللون والفئة ل25 مادة (T),1
508,10,25,122,يختار مادة من مجموعة تتكون من 10 بعد إعطاؤه الشكل والفئة ل 25 مادة (T),1
509,10,25,122,يختار مادة من مجموعة تتكون من 10 بعد إعطاؤه الوظيفة والفئة ل25 مهمة LRFFC(T),1
510,10,25,122,يختار مادة من مجموعة تتكون من 10 بعد إعطاؤه الخصائص والفئة ل25 مهمة LRFFC(T),1
511,10,25,122,يختار مادة من مجموعة تتكون من 10 بعد إعطائه أي صفة والوظيفة ل25 مهمة LRFFC (T),1
512,10,25,122,يختار مادة من مجموعة تتكون من عشرة بعد إعطاؤه أي صفة والخصائص ل25 مهمة LRFFC(T),1
513,10,25,123,يختار مادة من كتاب بعد قراءة فقرة قصيرة (أكثر من عشر كلمات) وإعطاؤه سؤال LRFFC(T),0
514,10,25,123,يختار مادة من مجموعة تتكون من عشرة بعد إعطاؤه أي ظرف مكان وسؤال LRFFC ل25 مادة (T),1
515,10,25,123,يختار مادة من مجموعة تتكون من عشرة بعد إعطائه ضمير وسؤال LRFFC ل25 مادة (T),1
516,10,25,123,يختار مادة من مجموعة تتكون من عشرة بعد إعطائه حال وسؤال LRFFC ل25 مادة (T),1
517,10,25,123,يختار 10 شخصيات مجتمعية تساعد الناس من كتاب عندما نسأله ماذا يفعلون (T),0
518,10,25,123,يختار مادتين مختلفتين من مجموعة تتكون من 10 بعد إعطائه فئتين أو وظيفتين مختلفتين ل25 مجموعة (T),1
519,10,25,123,يختار مكان من مجموعة تتكون من 10 بعد إعطائه مادتين من المكان وذلك ل10 مواقع (T),0
520,10,25,123,يختار مادة من البيئة الطبيعية تشمل 3 مثيرات متشابهة بعد إعطاؤه سؤال LRFFC ل25 مهمة (T),0
521,10,25,124,يختار كل أعضاء الفئة من مجموعة تتكون من 10 عندما يطلب منه ذلك ل3 أعضاء في 25 فئة (T),0
522,10,25,124,يختار مادة من كتاب بعد إعطائه سؤال متى ل10 مواد (T),0
523,10,25,124,يختار مادة من كتاب بعد إعطاؤه سؤال كيف ل10- مواد (T),0
524,10,25,124,يختار مادة من مجموعة تتكون من 10 بعد إعطائه حرف جر بعد فعل وذلك ل25 تركيب فعل-حرف جر (T),0
525,10,25,124,يختار مادة عندما يطلب منه إيجاد شيء مختلف في مجموعة تتكون من 5 ل25 مادة (T),0
526,10,25,125,يختار مادة من مجموعة تتكون من 10 ترتبط بأحداث في الماضي ل5 أحداث (T),0
527,10,25,125,يختار مادة ترتبط بأحداث مستقبلية ل5 أحداث (T),0
528,10,25,125,يختار مادة من مجموعة تتكون من 10 عندما يسأل : أي شيء لا يستطيع...؟ على شكل LRFFC ل10 مواد (T),0
529,10,25,125,يختار مادة من مجموعة تتكون من 10 عندما يسأل : أي واحدة ليست...؟ على شكل LRFFC ل25 وظيفة،خصائص،فئة (T),0
530,10,25,125,يختار مادة من صفحة في الكتاب أو من البيئة الطبيعية اعتمادًا على 4 مكونات لفظية ل25 مهمة LRFFC(T),1
531,11,26,126,يصدر أصوات يصدرها حيوانين أو أشياء(T),1
532,11,26,126,يعطي اسمين لحيوانين عندما يسمع صوت الحيوان(T),1
533,11,26,126,يكمل 5 أغاني (T),1
534,11,26,126,يكمل جملتين فعليتين تشملان نشاط ممتع(T),1
535,11,26,127,يكمل 5 جمل أملئ الفراغ(الفراغ داخل النص) (T),1
536,11,26,127,يستجيب بشكل صحيح عندما يتم عكس 5 جمل أملئ الفراغ(T),0
537,11,26,127,يكمل 5 جمل أملئ الفراغ عندما يكون الفراغ في أخر الجملة(T),1
538,11,26,127,يعمم 10 استجابات محادثة معروفة (E),0
539,11,26,128,يكمل تصنيف أملئ الفراغ مرتين لطعام ومرتين لشراب (T),1
540,11,26,128,يكمل خمس مقاطع مختلفة لاسمين مرتبطين معا(T),0
541,11,26,128,يكمل 5 أغاني بكلمتين أو أكثر(E),0
542,11,26,128,يعمم 10 استجابات محادثة لمقاطع جديدة(E),0
543,11,26,129,يكمل 10 مقاطع فعل –اسم مختلفة (T),1
544,11,26,129,يصدر بشكل عفوي 2 استجابة محادثة(O),0
545,11,26,129,يجيب على 10 أسئلة ماذا يكون الفعل هو مثير التمييز(T),0
546,11,26,129,يجيب على 10 أسئلة ماذا يكون الاسم هو مثير التمييز(T),0
547,11,26,129,عندما نسأله ماذا تأكل ؟ يعطي نوعين أو أكثر من كل فئة(T),0
548,11,26,129,يعطي 5 استجابات جديدة لأسئلة مكتسبة سابقا(T),0
549,11,26,130,يجيب 5 أسئلة أين مختلفة(T),1
550,11,26,130,يجيب 5 أسئلة من مختلفة(T),1
551,11,26,130,يظهر استجابتي محادثة بدون تدريب (T),0
552,11,26,130,يجيب 10 أسئلة مختلفة عن الفئة(T),0
553,11,26,130,يجيب كلا من أسئلة عن الاسم واللون حول 10 مواد مرئية(T),1
554,11,26,130,يجيب 10 أسئلة عن الوظيفة(T),0
555,11,26,130,يصدر بشكل عفوي 5 طلبات خلال المحادثة (E),0
556,11,26,130,يجيب 25 سؤال من وأين (T),1
557,11,27,131,يكمل الفراغ في 10 تراكيب ثنائية (اسم-فعل) (T),1
558,11,27,131,يجيب 25 سؤال أين من جزأين (T),1
559,11,27,131,يجيب 25 سؤال من جزأين (T),1
560,11,27,131,يجيب 25 سؤال ماذا يشمل وظيفة (T),1
561,11,27,131,يجيب 25 سؤال ماذا بعد إعطائه الوظيفة (T),1
562,11,27,131,يظهر 10 محادثات من دون تدريب (O),0
563,11,27,131,يظهر 5 محادثات جديدة بتدريب التسمية فقط (E),0
564,11,27,131,يجيب بأنا لا أعرف على الأسئلة التي لا يستطيع إجابتها (E),0
565,11,27,132,يعطي على الأقل 3 أعضاء في 10 فئات (T),1
566,11,27,132,يجيب 25 سؤال اختيار من متعدد (T),0
567,11,27,132,يعطي 10 فئات بعد إعطائه عدة أعضاء من الفئة (T),0
568,11,27,132,يعطي اسم 25 مادة بعد إعطائه خاصية محددة لها (T),1
569,11,27,132,يعطي خاصيتين ل10 مواد بعد إعطائه أسمائها (T),1
570,11,27,132,يجيب على 3 أسئلة عاطفية (T),0
571,11,27,132,يعطي على الأقل 25 استجابة لسؤال تتكون من 3 كلمات على الأقل (T),0
572,11,27,133,يجيب 25 سؤال بنعم أو لا (T),0
573,11,27,133,يصف خمس أماكن لا يراها (T),0
574,11,27,133,يجيب 25 سؤال محادثة تشمل الصفات (T),1
575,11,27,133,يجيب سؤال حول جملة واحدة قرأها وذلك ل10 جمل (T),1
576,11,27,133,يجيب بشكل صحيح السؤال : كم عمرك؟ (T),0
577,11,27,133,يكمل قصة متسلسلة وذلك ل5 قصص (T),0
578,11,27,133,يشارك في 5 محادثات مختلفة تشمل على الأقل 3 محادثات متبادلة حول موضوع واحد (T),0
579,11,27,133,يصف سمتين شخصيتين عن نفسه (T),0
580,11,27,134,يجيب 25 سؤال أين ماذا من تشمل 3 عناصر أو أكثر (T),1
581,11,27,134,يعطي على الأقل 3 أعضاء في 25 فئة (T),1
582,11,27,134,يجيب 5 أسئلة حول أحداث يومية أو حالية (T),0
583,11,27,134,يستجيب بالمحادثة 25 مرة على الأقل في اليوم للأسئلة اللفظية من الأقران (O),0
584,11,27,134,يظهر تعميم بإعطاء نفس الإجابة لعشر أسئلة معروضة في 3 طرق مختلفة (T),0
585,11,27,134,يقول 3 أشياء عن مادة واحدة وذلك ل25 مادة (T),0
586,11,27,134,يعطي 3 معلومات شخصية عن نفسه (T),0
587,11,27,134,يجيب 25 سؤال محادثة تشمل حروف جر (T),1
588,11,27,134,يجيب 25 سؤال محادثة تشمل ضمائر (T),1
589,11,27,134,يعطي 25 إجابة لأسئلة تسلسلية (ماذا تفعل بعد أن ترجع من المدرسة؟) (T),0
590,11,27,134,يجيب 10 أسئلة متى (T),0
591,11,27,135,يجيب 10 أسئلة حول شخصيات تساعد في المجتمع (T),0
592,11,27,135,يجيب 25 سؤال مختلف تشمل 4 أجزاء أو أكثر من الكلام (T),1
593,11,27,135,يأخذ دوره ويكمل قصة بدأها الآخرون (E),0
594,11,27,135,يجيب 5 أسئلة كيف (T),0
595,11,27,135,يذكر اسمه الأخير عندما يطلب منه ذلك (T),0
596,11,27,135,يجيب 25 سؤال محادثة يشمل أحوال (T),1
597,11,27,135,يظهر تعميم استجابة بوصف نفس 10 أشياء،أحداث،حيوانات أليفة في 3 طرق مختلفة (T),0
598,11,27,135,يصف 5 أحداث حدثت في الماضي (T),0
599,11,27,135,يصف 5 أحداث ستحدث في المستقبل (T),0
600,11,27,135,يلخص 5 قصص مختلفة ب10 كلمات على الأقل (T),0
601,11,27,135,يقترح حل ممكن لمشكلة تواجهه (T),0
602,12,28,136,يتكيف مع الانفصال عن والديه(O),0
603,12,28,136,يجلس على طاولة الأكل بوجود الدافع المادي لمدة دقيقة (O),1
604,12,28,136,يصطف مع الأطفال الآخرين بوجود الدافع المادي(O),1
605,12,28,136,يظهر التزام عام في كل أنشطة الغرفة الصفية(O),0
606,12,28,137,لا يحاول إن يتحرك عندما يجلس احد أقرانه بجانبه(O),0
607,12,28,137,يضع أشياءه الشخصية بالإيماء والدافع اللفظي(O),1
608,12,28,137,يذهب إلى الطاولة ويجلس مع الأطفال بوجود الدافع اللفظي(O),1
609,12,28,137,يتعاون خلال غسل يديه مع المساعدة الجسدية(O),0
610,12,28,137,لا يشارك في سلوك سلبي تجاه احد الأطفال عندما يجلس بجانبه(O),0
611,12,28,138,يذهب إلى مجموعة دائرية ويجلس بدافع لفظي واحد(O),1
612,12,28,138,يذهب ويجلس إلى الطاولة أو مجموعة العمل بدافع لفظي واحد(O),1
613,12,28,138,لا يلمس الأدوات الموجودة على الطاولة إلا عندما يسمح له بذلك(O),0
614,12,28,138,يجلس في مجموعة دائرية لمدة دقيقتين بدون سلوك مزعج أو دافع لبقاء جالسا(O),1
615,12,28,139,يدخل إلى الصف بعد انتهاء العطلة بالدافع اللفظي فقط(O),0
616,12,28,139,يشارك في حركات جماعية وأنشطة موسيقية بالدافع اللفظي فقط(O),0
617,12,28,139,يقلد أنشطة المجموعة مع الأشياء(O),0
618,12,28,139,يغني أغنية مع المجموعة بالدافع اللفظي فقط(O),0
619,12,28,140,يأخذ الصينية أو الصحن إلى المغسلة ويلقي بقية الأشياء في القمامة بوجود الدافع اللفظي فقط(O),0
620,12,28,140,يتناول غداءه بالدافع اللفظي فقط(O),0
621,12,28,140,يرتب حقيبته وصندوق طعامه أو حاكيته عند دخوله الصف بالدوافع الجماعية(E),0
622,12,28,140,يتعامل مع صندوق الطعام ويتناول طعامه لوحده(O),0
623,12,28,140,يستجيب لفظيا في الجلوس مع المجموعة مرتين خلال 5 دقائق(O),1
624,12,28,140,يقلد الأقران بعمل نشاط أو أغنية خلال المجموعة وذلك مرتين خلال خمس دقائق(O),0
625,12,28,140,يجلس على المرحاض بدون سلوك سلبي عندما يتم حثه (O),0
626,12,29,141,يجلس أو يقف عند طاولة النشاط الفني لمدة 5 دقائق بدون سلوك مضطرب (O),1
627,12,29,141,يستجيب لتعليمات مجموعة واحدة بدون دوافع إضافية (O),1
628,12,29,141,يعمل بشكل مستقل في مهمة أو نشاط لمدة دقيقة بدون دافع أو تعزيز (O),1
